gathered_at_utc,source,job_type,postings_total,postings_with_salary,salary_coverage_percentage,top_skills,salary_statistics,origin
2026-06-29T20:58:01+00:00,Unknown (legacy PDF),dotnet-senior,204,101,49.51,"[{""keyword"": "".net"", ""count"": 142, ""percentage"": 69.6}, {""keyword"": ""c#"", ""count"": 95, ""percentage"": 46.6}, {""keyword"": ""azure"", ""count"": 57, ""percentage"": 27.9}, {""keyword"": ""react"", ""count"": 55, ""percentage"": 27.0}, {""keyword"": ""ci/cd"", ""count"": 37, ""percentage"": 18.1}, {""keyword"": ""sql"", ""count"": 35, ""percentage"": 17.2}, {""keyword"": ""angular"", ""count"": 28, ""percentage"": 13.7}, {""keyword"": ""new"", ""count"": 28, ""percentage"": 13.7}, {""keyword"": ""kubernetes"", ""count"": 24, ""percentage"": 11.8}, {""keyword"": ""microservices"", ""count"": 24, ""percentage"": 11.8}, {""keyword"": "".net core"", ""count"": 23, ""percentage"": 11.3}, {""keyword"": ""typescript"", ""count"": 23, ""percentage"": 11.3}, {""keyword"": ""aws"", ""count"": 21, ""percentage"": 10.3}, {""keyword"": ""docker"", ""count"": 21, ""percentage"": 10.3}, {""keyword"": ""epam systems"", ""count"": 21, ""percentage"": 10.3}, {""keyword"": "".net c#"", ""count"": 20, ""percentage"": 9.8}, {""keyword"": ""rest api"", ""count"": 19, ""percentage"": 9.3}, {""keyword"": ""asp.net core"", ""count"": 18, ""percentage"": 8.8}, {""keyword"": ""asp.net"", ""count"": 16, ""percentage"": 7.8}, {""keyword"": ""remote"", ""count"": 16, ""percentage"": 7.8}, {""keyword"": ""sql server"", ""count"": 15, ""percentage"": 7.3}, {""keyword"": ""ms sql"", ""count"": 14, ""percentage"": 6.9}, {""keyword"": ""powershell"", ""count"": 13, ""percentage"": 6.4}, {""keyword"": ""rabbitmq"", ""count"": 13, ""percentage"": 6.4}, {""keyword"": ""sharepoint online"", ""count"": 13, ""percentage"": 6.4}]",[],retroactive_pdf
