gathered_at_utc,source,job_type,postings_total,postings_with_salary,salary_coverage_percentage,top_skills,salary_statistics,origin
2026-06-29T21:01:13+00:00,Unknown (legacy PDF),dotnet-mid,131,72,54.96,"[{""keyword"": "".net"", ""count"": 80, ""percentage"": 61.1}, {""keyword"": ""c#"", ""count"": 65, ""percentage"": 49.6}, {""keyword"": ""sql"", ""count"": 33, ""percentage"": 25.2}, {""keyword"": ""rest api"", ""count"": 19, ""percentage"": 14.5}, {""keyword"": ""ci/cd"", ""count"": 18, ""percentage"": 13.7}, {""keyword"": ""entity framework"", ""count"": 18, ""percentage"": 13.7}, {""keyword"": "".net c#"", ""count"": 17, ""percentage"": 13.0}, {""keyword"": "".net core"", ""count"": 16, ""percentage"": 12.2}, {""keyword"": ""angular"", ""count"": 16, ""percentage"": 12.2}, {""keyword"": ""typescript"", ""count"": 15, ""percentage"": 11.4}, {""keyword"": ""asp.net core"", ""count"": 14, ""percentage"": 10.7}, {""keyword"": ""git"", ""count"": 14, ""percentage"": 10.7}, {""keyword"": ""javascript"", ""count"": 14, ""percentage"": 10.7}, {""keyword"": ""kubernetes"", ""count"": 14, ""percentage"": 10.7}, {""keyword"": ""ms sql"", ""count"": 14, ""percentage"": 10.7}, {""keyword"": ""azure"", ""count"": 13, ""percentage"": 9.9}, {""keyword"": ""docker"", ""count"": 13, ""percentage"": 9.9}, {""keyword"": ""react"", ""count"": 13, ""percentage"": 9.9}, {""keyword"": ""sql server"", ""count"": 11, ""percentage"": 8.4}, {""keyword"": ""postgresql"", ""count"": 10, ""percentage"": 7.6}, {""keyword"": ""rabbitmq"", ""count"": 10, ""percentage"": 7.6}, {""keyword"": ""apache kafka"", ""count"": 8, ""percentage"": 6.1}, {""keyword"": ""asp.net"", ""count"": 8, ""percentage"": 6.1}, {""keyword"": ""aws"", ""count"": 8, ""percentage"": 6.1}, {""keyword"": ""azure devops"", ""count"": 8, ""percentage"": 6.1}]",[],retroactive_pdf
